,text,level,node,lemmas,pos,stops
1490,"a corrupt practice referred to in Part 6, is guilty of an offence and liable to a fine of not more than $5000 or to imprisonment for a term of not more than one year or to both fine and imprisonment.",9,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--General_offence--154--1--b,"['a', 'corrupt', 'practice', 'refer', 'to', 'in', 'Part', '6', ',', 'be', 'guilty', 'of', 'an', 'offence', 'and', 'liable', 'to', 'a', 'fine', 'of', 'not', 'more', 'than', '$', '5000', 'or', 'to', 'imprisonment', 'for', 'a', 'term', 'of', 'not', 'more', 'than', 'one', 'year', 'or', 'to', 'both', 'fine', 'and', 'imprisonment', '.']","['DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADP', 'PROPN', 'NUM', 'PUNCT', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PART', 'ADJ', 'ADP', 'SYM', 'NUM', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PART', 'ADJ', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'ADP', 'CCONJ', 'ADJ', 'CCONJ', 'NOUN', 'PUNCT']","[True, False, False, False, True, True, True, False, False, True, False, True, True, False, True, False, True, True, False, True, True, True, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, False, True, False, False]"
1491,the election proclamation;,9,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Handling_of_documents_and_register_information_after_official_count--141--1--d,"['the', 'election', 'proclamation', ';']","['DET', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, False]"
1492,"enter the person’s name and address on the list of electors and enter in the appropriate column in the poll book a check mark or other annotation indicating that the voter signed a declaration in accordance with section 95(1) or signed a declaration and was vouched for in accordance with section 95(2), and voted in the special mobile poll.",10,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Special_mobile_polls--125.1--5--b--ii","['enter', 'the', 'person', '’s', 'name', 'and', 'address', 'on', 'the', 'list', 'of', 'elector', 'and', 'enter', 'in', 'the', 'appropriate', 'column', 'in', 'the', 'poll', 'book', 'a', 'check', 'mark', 'or', 'other', 'annotation', 'indicate', 'that', 'the', 'voter', 'sign', 'a', 'declaration', 'in', 'accordance', 'with', 'section', '95(1', ')', 'or', 'sign', 'a', 'declaration', 'and', 'be', 'vouch', 'for', 'in', 'accordance', 'with', 'section', '95(2', ')', ',', 'and', 'vote', 'in', 'the', 'special', 'mobile', 'poll', '.']","['VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'ADP', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","[False, True, False, True, True, True, False, True, True, False, True, False, True, False, True, True, False, False, True, True, False, False, True, False, False, True, True, False, False, True, True, False, False, True, False, True, False, True, False, False, False, True, False, True, False, True, True, False, True, True, False, True, False, False, False, False, True, False, True, True, False, False, False, False]"
1493,Sealing material on a ballot box shall not be removed from the time it is applied until the mobile poll is commenced at another location or until the close of polls on polling day.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Mobile_poll_voting_procedure--123--6","['seal', 'material', 'on', 'a', 'ballot', 'box', 'shall', 'not', 'be', 'remove', 'from', 'the', 'time', 'it', 'be', 'apply', 'until', 'the', 'mobile', 'poll', 'be', 'commence', 'at', 'another', 'location', 'or', 'until', 'the', 'close', 'of', 'poll', 'on', 'polling', 'day', '.']","['VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","[False, False, True, True, False, False, False, True, True, False, True, True, False, True, True, False, True, True, False, False, True, False, True, True, False, True, True, True, False, True, False, True, False, False, False]"
1494,"all enumerator identification documents, with a satisfactory accounting of any absences, and",9,Alberta_Election_Act--Election_Lists--2--None--3--Materials_to_be_submitted_to_Chief_Electoral_Officer--38--1--e,"['all', 'enumerator', 'identification', 'document', ',', 'with', 'a', 'satisfactory', 'accounting', 'of', 'any', 'absence', ',', 'and']","['DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ']","[True, False, False, False, False, True, True, False, False, True, True, False, False, True]"
1495,"The judge shall conduct a recount according to the provisions governing an official count by a returning officer and shall verify and, if necessary, amend the Statement of Official Results.",8,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Conduct_of_recount--146--9,"['the', 'judge', 'shall', 'conduct', 'a', 'recount', 'accord', 'to', 'the', 'provision', 'govern', 'an', 'official', 'count', 'by', 'a', 'return', 'officer', 'and', 'shall', 'verify', 'and', ',', 'if', 'necessary', ',', 'amend', 'the', 'Statement', 'of', 'Official', 'Results', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'CCONJ', 'PUNCT', 'SCONJ', 'ADJ', 'PUNCT', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","[True, False, False, False, True, False, False, True, True, False, False, True, False, False, True, True, False, False, True, False, False, True, False, True, False, False, False, True, False, True, False, False, False]"
1496,directing that the writ be returned as provided by this Act.,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Authorization_to_issue_writ_of_election--39--0--e","['direct', 'that', 'the', 'writ', 'be', 'return', 'as', 'provide', 'by', 'this', 'Act', '.']","['VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'SCONJ', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']","[False, True, True, False, True, False, True, False, True, True, False, False]"
1497,"signs a false declaration under section 95, 99(1) or 104 or takes a false oath,",9,Alberta_Election_Act--Corrupt_Practices--6--None--0--Fraudulent_voting--167--0--b,"['sign', 'a', 'false', 'declaration', 'under', 'section', '95', ',', '99(1', ')', 'or', '104', 'or', 'take', 'a', 'false', 'oath', ',']","['VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'CCONJ', 'NUM', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[False, True, False, False, True, False, False, False, False, False, True, False, True, False, True, False, False, False]"
1498,The returning officer shall enter in the register in accordance with the directions of the Chief Electoral Officer any information listed in section 13(2) that is collected during the election period.,8,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Handling_of_documents_and_register_information_after_official_count--141--2,"['the', 'return', 'officer', 'shall', 'enter', 'in', 'the', 'register', 'in', 'accordance', 'with', 'the', 'direction', 'of', 'the', 'Chief', 'Electoral', 'Officer', 'any', 'information', 'list', 'in', 'section', '13(2', ')', 'that', 'be', 'collect', 'during', 'the', 'election', 'period', '.']","['DET', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, False, False, True, True, False, True, False, True, True, False, True, True, False, False, False, True, False, False, True, False, False, False, True, True, False, True, True, False, False, False]"
1499,"In his or her discretion, the judge may consider other ballots and open other envelopes in addition to those for which the recount was requested, and for this purpose may require the returning officer to bring other ballot boxes.",8,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Conduct_of_recount--146--3,"['in', 'his', 'or', 'her', 'discretion', ',', 'the', 'judge', 'may', 'consider', 'other', 'ballot', 'and', 'open', 'other', 'envelope', 'in', 'addition', 'to', 'those', 'for', 'which', 'the', 'recount', 'be', 'request', ',', 'and', 'for', 'this', 'purpose', 'may', 'require', 'the', 'return', 'officer', 'to', 'bring', 'other', 'ballot', 'box', '.']","['ADP', 'PRON', 'CCONJ', 'PRON', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'ADP', 'PRON', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'VERB', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","[True, True, True, True, False, False, True, False, True, False, True, False, True, False, True, False, True, False, True, True, True, True, True, False, True, False, False, True, True, True, False, True, False, True, False, False, True, False, True, False, False, False]"
1500,members of the Parliament of Canada;,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Persons_ineligible_to_be_election_officers--46--1--b","['member', 'of', 'the', 'Parliament', 'of', 'Canada', ';']","['NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","[False, True, True, False, True, False, False]"
1501,Each person being nominated as a candidate shall appoint an elector to be the person’s official agent on the person’s nomination and shall include the name and contact information of the person so appointed in the appropriate place in the nomination form.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Official_agents_of_candidates--60--1","['each', 'person', 'be', 'nominate', 'as', 'a', 'candidate', 'shall', 'appoint', 'an', 'elector', 'to', 'be', 'the', 'person', '’s', 'official', 'agent', 'on', 'the', 'person', '’s', 'nomination', 'and', 'shall', 'include', 'the', 'name', 'and', 'contact', 'information', 'of', 'the', 'person', 'so', 'appoint', 'in', 'the', 'appropriate', 'place', 'in', 'the', 'nomination', 'form', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'PART', 'AUX', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[True, False, True, False, True, True, False, False, False, True, False, True, True, True, False, True, False, False, True, True, False, True, False, True, False, False, True, True, True, False, False, True, True, False, True, False, True, True, False, False, True, True, False, False, False]"
1502,"one copy of the proclamation,",10,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Material_to_be_provided_to_candidate--63--0--b--i","['one', 'copy', 'of', 'the', 'proclamation', ',']","['NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, True, True, False, False]"
1503,Secrecy,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Secrecy",['secrecy'],['NOUN'],[False]
1504,A person who has been served with a notice of administrative penalty shall pay the amount of the administrative penalty within 30 days from the date of service of the notice.,8,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Administrative_penalties--153.1--6,"['a', 'person', 'who', 'have', 'be', 'serve', 'with', 'a', 'notice', 'of', 'administrative', 'penalty', 'shall', 'pay', 'the', 'amount', 'of', 'the', 'administrative', 'penalty', 'within', '30', 'day', 'from', 'the', 'date', 'of', 'service', 'of', 'the', 'notice', '.']","['DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, True, True, True, False, True, True, False, True, False, False, False, False, True, True, True, True, False, False, True, False, False, True, True, False, True, False, True, True, False, False]"
1505,Appointment of administrative assistants,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Appointment_of_administrative_assistants","['appointment', 'of', 'administrative', 'assistant']","['NOUN', 'ADP', 'ADJ', 'NOUN']","[False, True, False, False]"
1506,Any person requesting access to the information in the lists for the purposes set out in subsection (1) or (3) shall complete and sign a declaration.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Access_to_electors_list_and_revisions--51--4","['any', 'person', 'request', 'access', 'to', 'the', 'information', 'in', 'the', 'list', 'for', 'the', 'purpose', 'set', 'out', 'in', 'subsection', '(', '1', ')', 'or', '(', '3', ')', 'shall', 'complete', 'and', 'sign', 'a', 'declaration', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'CCONJ', 'PUNCT', 'X', 'PUNCT', 'AUX', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","[True, False, False, False, True, True, False, True, True, False, True, True, False, False, True, True, False, False, False, False, True, False, False, False, False, False, True, False, True, False, False]"
1507,"When a recount is completed, the judge shall seal all the ballots in their respective envelopes and shall seal the statements of the deputy returning officers in suitably marked envelopes.",8,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Conduct_of_recount--146--10,"['when', 'a', 'recount', 'be', 'complete', ',', 'the', 'judge', 'shall', 'seal', 'all', 'the', 'ballot', 'in', 'their', 'respective', 'envelope', 'and', 'shall', 'seal', 'the', 'statement', 'of', 'the', 'deputy', 'return', 'officer', 'in', 'suitably', 'mark', 'envelope', '.']","['SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'DET', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADV', 'VERB', 'NOUN', 'PUNCT']","[True, True, False, True, False, False, True, False, False, False, True, True, False, True, True, False, False, True, False, False, True, False, True, True, False, False, False, True, False, False, False, False]"
1508,Appointment of poll clerks,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Appointment_of_poll_clerks","['appointment', 'of', 'poll', 'clerk']","['NOUN', 'ADP', 'NOUN', 'NOUN']","[False, True, False, False]"
1509,"the votes counted,",9,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Conduct_of_recount--146--5--a,"['the', 'vote', 'count', ',']","['DET', 'NOUN', 'VERB', 'PUNCT']","[True, False, False, False]"
1510,"The provisions respecting the conduct of an election on polling day and related matters apply, with all necessary modifications, to the holding of an advance poll.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Polling_place_for_advance_poll--98--4","['the', 'provision', 'respect', 'the', 'conduct', 'of', 'an', 'election', 'on', 'polling', 'day', 'and', 'related', 'matter', 'apply', ',', 'with', 'all', 'necessary', 'modification', ',', 'to', 'the', 'holding', 'of', 'an', 'advance', 'poll', '.']","['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, True, False, True, True, False, True, False, False, True, False, False, False, False, True, True, False, False, False, True, True, False, True, True, False, False, False]"
1511,"No person who has been appointed or is acting as a returning officer, election clerk or administrative assistant may",7,Alberta_Election_Act--Appointments--1--None--0--Prohibition_against_political_activity--12,"['no', 'person', 'who', 'have', 'be', 'appoint', 'or', 'be', 'act', 'as', 'a', 'return', 'officer', ',', 'election', 'clerk', 'or', 'administrative', 'assistant', 'may']","['DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'CCONJ', 'AUX', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'AUX']","[True, False, True, True, True, False, True, True, False, True, True, False, False, False, False, False, True, False, False, True]"
1512,An election held in accordance with a directive made under this section is not invalid by reason of any non‑compliance with this Act where the non‑compliance is related to the procedures and equipment set out in the directive.,8,Alberta_Election_Act--Appointments--1--None--0--Directives_issued_by_the_Chief_Electoral_Officer--4.11--4,"['an', 'election', 'hold', 'in', 'accordance', 'with', 'a', 'directive', 'make', 'under', 'this', 'section', 'be', 'not', 'invalid', 'by', 'reason', 'of', 'any', 'non‑compliance', 'with', 'this', 'Act', 'where', 'the', 'non‑compliance', 'be', 'relate', 'to', 'the', 'procedure', 'and', 'equipment', 'set', 'out', 'in', 'the', 'directive', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'AUX', 'PART', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'SCONJ', 'DET', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, True, True, False, True, True, False, True, True, False, True, False, True, True, False, True, False, False, True, True, True, False, False]"
1513,"a corrupt practice was committed by a candidate, or by any other person with the knowledge and consent of a candidate,",9,Alberta_Election_Act--Corrupt_Practices--6--None--0--Corrupt_practice_by_candidate--178--5--a,"['a', 'corrupt', 'practice', 'be', 'commit', 'by', 'a', 'candidate', ',', 'or', 'by', 'any', 'other', 'person', 'with', 'the', 'knowledge', 'and', 'consent', 'of', 'a', 'candidate', ',']","['DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, False, True, False, True, True, False, False, True, True, True, True, False, True, True, False, True, False, True, True, False, False]"
1514,"If the Election Commissioner is of the opinion that a person has contravened a provision of this Act, the Election Commissioner may serve on the person either a notice of administrative penalty requiring the person to pay to the Crown the amount set out in the notice, or a letter of reprimand.",8,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Administrative_penalties--153.1--1,"['if', 'the', 'Election', 'Commissioner', 'be', 'of', 'the', 'opinion', 'that', 'a', 'person', 'have', 'contravene', 'a', 'provision', 'of', 'this', 'Act', ',', 'the', 'Election', 'Commissioner', 'may', 'serve', 'on', 'the', 'person', 'either', 'a', 'notice', 'of', 'administrative', 'penalty', 'require', 'the', 'person', 'to', 'pay', 'to', 'the', 'Crown', 'the', 'amount', 'set', 'out', 'in', 'the', 'notice', ',', 'or', 'a', 'letter', 'of', 'reprimand', '.']","['SCONJ', 'DET', 'PROPN', 'PROPN', 'AUX', 'ADP', 'DET', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'DET', 'PROPN', 'DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[True, True, False, False, True, True, True, False, True, True, False, True, False, True, False, True, True, False, False, True, False, False, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, False, True, True, False, True, True, False, True, True, True, False, False, True, True, False, True, False, False]"
1515,"respecting the management of records in the custody or under the control of the Office of the Chief Electoral Officer, including their creation, handling, control, organization, retention, maintenance, security, preservation, disposition, alienation and destruction and their transfer to the Provincial Archives of Alberta;",9,Alberta_Election_Act--Appointments--1--None--0--Records_management--8--0--a,"['respect', 'the', 'management', 'of', 'record', 'in', 'the', 'custody', 'or', 'under', 'the', 'control', 'of', 'the', 'Office', 'of', 'the', 'Chief', 'Electoral', 'Officer', ',', 'include', 'their', 'creation', ',', 'handling', ',', 'control', ',', 'organization', ',', 'retention', ',', 'maintenance', ',', 'security', ',', 'preservation', ',', 'disposition', ',', 'alienation', 'and', 'destruction', 'and', 'their', 'transfer', 'to', 'the', 'Provincial', 'Archives', 'of', 'Alberta', ';']","['VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","[False, True, False, True, False, True, True, False, True, True, True, False, True, True, False, True, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, False, True, True, False, False, True, False, False]"
1516,"seal in a packet the ballots so specified, and",9,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Appeal_to_Court_of_Appeal--148--4--a,"['seal', 'in', 'a', 'packet', 'the', 'ballot', 'so', 'specify', ',', 'and']","['VERB', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADV', 'VERB', 'PUNCT', 'CCONJ']","[False, True, True, False, True, False, True, False, False, True]"
1517,"The deputy returning officer, in the case of a voter referred to in subsection (1), shall",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voter_assistance--96--3","['the', 'deputy', 'return', 'officer', ',', 'in', 'the', 'case', 'of', 'a', 'voter', 'refer', 'to', 'in', 'subsection', '(', '1', ')', ',', 'shall']","['DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT', 'AUX']","[True, False, False, False, False, True, True, False, True, True, False, False, True, True, False, False, False, False, False, False]"
1518,A person to whom the candidate or campaign worker has produced identification referred to in subsection (2) shall not,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Right_of_access_for_campaigning--133--3","['a', 'person', 'to', 'whom', 'the', 'candidate', 'or', 'campaign', 'worker', 'have', 'produce', 'identification', 'refer', 'to', 'in', 'subsection', '(', '2', ')', 'shall', 'not']","['DET', 'NOUN', 'PART', 'PRON', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'AUX', 'VERB', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'AUX', 'PART']","[True, False, True, True, True, False, True, False, False, True, False, False, False, True, True, False, False, False, False, False, True]"
1519,"If at any time the Legislative Assembly is not in session, the Standing Committee, or if there is no Standing Committee, the President of Treasury Board and Minister of Finance,",8,Alberta_Election_Act--Appointments--1--None--0--Annual_estimates--7--3,"['if', 'at', 'any', 'time', 'the', 'Legislative', 'Assembly', 'be', 'not', 'in', 'session', ',', 'the', 'Standing', 'Committee', ',', 'or', 'if', 'there', 'be', 'no', 'Standing', 'Committee', ',', 'the', 'President', 'of', 'Treasury', 'Board', 'and', 'Minister', 'of', 'Finance', ',']","['SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'PROPN', 'PROPN', 'AUX', 'PART', 'ADP', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'SCONJ', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","[True, True, True, False, True, False, False, True, True, True, False, False, True, False, False, False, True, True, True, True, True, False, False, False, True, False, True, False, False, True, False, True, False, False]"
1520,"if the voter is not accompanied by a friend or does not wish to be assisted by the deputy returning officer,",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voter_assistance--96--3--b","['if', 'the', 'voter', 'be', 'not', 'accompany', 'by', 'a', 'friend', 'or', 'do', 'not', 'wish', 'to', 'be', 'assist', 'by', 'the', 'deputy', 'return', 'officer', ',']","['SCONJ', 'DET', 'NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'AUX', 'PART', 'VERB', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","[True, True, False, True, True, False, True, True, False, True, True, True, False, True, True, False, True, True, False, False, False, False]"
1521,"providing equipment or services to be used in respect of the meeting, and",10,Alberta_Election_Act--Corrupt_Practices--6--None--0--Payments_not_constituting_corrupt_practice--182--1--a--i,"['provide', 'equipment', 'or', 'service', 'to', 'be', 'use', 'in', 'respect', 'of', 'the', 'meeting', ',', 'and']","['VERB', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ']","[False, False, True, False, True, True, True, True, False, True, True, False, False, True]"
